,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,YEARS_EMPLOYED,YEARS_ALIVE,ON_TIME_RATE,ON_TIME,Higher education,Secondary / secondary special,Incomplete higher,Lower secondary,Academic degree
3910,5009071,1,1,0,270000,0,1,1,2,8.69,28.12,66.66666666666666,0,0.0,0.0,1.0,0.0,0.0
3931,5009072,1,1,0,270000,0,1,1,2,8.69,28.12,70.83333333333334,0,0.0,0.0,1.0,0.0,0.0
3955,5009074,1,1,1,450000,0,1,1,3,1.94,48.56,0.0,0,0.0,1.0,0.0,0.0,0.0
3978,5009075,1,1,1,450000,0,1,1,3,1.94,48.56,4.166666666666666,0,0.0,1.0,0.0,0.0,0.0
4002,5009078,0,1,1,180000,0,0,0,3,3.52,38.69,80.64516129032258,1,0.0,0.0,0.0,0.0,1.0
4033,5009079,0,1,0,112500,0,0,1,2,8.69,27.57,81.81818181818183,1,0.0,1.0,0.0,0.0,0.0
4077,5009080,0,1,0,112500,0,0,1,2,8.69,27.57,25.0,0,0.0,1.0,0.0,0.0,0.0
4093,5009081,0,1,0,112500,0,0,1,2,8.69,27.57,35.294117647058826,0,0.0,1.0,0.0,0.0,0.0
4110,5009083,0,1,0,90000,0,0,0,2,15.7,56.25,100.0,1,0.0,0.0,0.0,0.0,1.0
4158,5009084,0,1,0,90000,0,0,0,2,15.7,56.25,0.0,0,0.0,0.0,0.0,0.0,1.0
4161,5009088,1,0,2,202500,0,0,0,4,8.19,40.36,21.951219512195124,0,0.0,1.0,0.0,0.0,0.0
4202,5009089,1,0,2,202500,0,0,0,4,8.19,40.36,20.0,0,0.0,1.0,0.0,0.0,0.0
4242,5009090,1,1,0,247500,0,0,0,2,11.03,34.6,0.0,0,0.0,0.0,0.0,0.0,1.0
4256,5009092,1,1,1,765000,1,0,0,3,3.27,33.42,0.0,0,0.0,1.0,0.0,0.0,0.0
4260,5009094,1,1,1,765000,1,0,0,3,3.27,33.42,0.0,0,0.0,1.0,0.0,0.0,0.0
4264,5009095,1,1,1,765000,1,0,0,3,3.27,33.42,0.0,0,0.0,1.0,0.0,0.0,0.0
4268,5009096,0,1,1,270000,0,0,1,3,12.03,37.48,84.0,1,0.0,0.0,0.0,0.0,1.0
4293,5009097,0,1,1,270000,0,0,1,3,12.03,37.48,6.666666666666667,0,0.0,0.0,0.0,0.0,1.0
4308,5009098,0,1,1,270000,0,0,1,3,12.03,37.48,77.77777777777779,1,0.0,0.0,0.0,0.0,1.0
4326,5009099,0,1,0,315000,0,0,0,1,1.52,36.36,65.51724137931035,0,0.0,1.0,0.0,0.0,0.0
4355,5009100,0,1,0,315000,0,0,0,1,1.52,36.36,64.28571428571429,0,0.0,1.0,0.0,0.0,0.0
4383,5009103,1,1,2,157500,0,1,0,4,11.11,35.23,82.05128205128204,1,0.0,0.0,0.0,0.0,1.0
4422,5009104,1,1,2,157500,0,1,0,4,11.11,35.23,100.0,1,0.0,0.0,0.0,0.0,1.0
4450,5009105,1,1,2,157500,0,1,0,4,11.11,35.23,100.0,1,0.0,0.0,0.0,0.0,1.0
4481,5009106,1,1,2,157500,0,1,0,4,11.11,35.23,100.0,1,0.0,0.0,0.0,0.0,1.0
4542,5112876,1,1,2,157500,0,1,0,4,11.11,35.23,73.07692307692307,0,0.0,0.0,0.0,0.0,1.0
4568,5009108,0,1,0,360000,0,0,0,2,7.53,41.98,0.0,0,0.0,0.0,0.0,0.0,1.0
4576,5009109,0,1,0,360000,0,0,0,2,7.53,41.98,52.38095238095239,0,0.0,0.0,0.0,0.0,1.0
4597,5009110,0,1,0,112500,0,0,1,2,0.85,24.22,0.0,0,0.0,1.0,0.0,0.0,0.0
4601,5009116,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4614,5009117,0,0,0,157500,0,0,0,1,1.18,43.12,92.0,1,0.0,1.0,0.0,0.0,0.0
4664,5009118,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4677,5009120,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4690,5009122,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4703,5009123,0,0,0,157500,0,0,0,1,1.18,43.12,90.9090909090909,1,0.0,1.0,0.0,0.0,0.0
4747,5009124,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4760,5009125,0,0,0,157500,0,0,0,1,1.18,43.12,91.48936170212765,1,0.0,1.0,0.0,0.0,0.0
4807,5009126,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4820,5009127,0,0,0,157500,0,0,0,1,1.18,43.12,82.6086956521739,1,0.0,1.0,0.0,0.0,0.0
4843,5009128,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4856,5009129,0,0,0,157500,0,0,0,1,1.18,43.12,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
4868,5009130,0,0,0,157500,0,0,0,1,1.18,43.12,82.6086956521739,1,0.0,1.0,0.0,0.0,0.0
4891,5009131,0,0,0,157500,0,0,0,1,1.18,43.12,69.23076923076923,0,0.0,1.0,0.0,0.0,0.0
4904,5009133,0,1,0,382500,0,0,0,1,0.0,59.38,82.35294117647058,1,0.0,0.0,0.0,0.0,1.0
4921,5009134,0,1,0,382500,0,0,0,1,0.0,59.38,70.58823529411765,0,0.0,0.0,0.0,0.0,1.0
4938,5009135,0,1,0,382500,0,0,0,1,0.0,59.38,20.0,0,0.0,0.0,0.0,0.0,1.0
4948,5009136,0,1,0,382500,0,0,0,1,0.0,59.38,62.5,0,0.0,0.0,0.0,0.0,1.0
4964,5009137,0,1,0,382500,0,0,0,1,0.0,59.38,20.0,0,0.0,0.0,0.0,0.0,1.0
4974,5009138,0,1,0,382500,0,0,0,1,0.0,59.38,64.70588235294117,0,0.0,0.0,0.0,0.0,1.0
4991,5009139,0,1,0,382500,0,0,0,1,0.0,59.38,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
5000,5009140,0,1,0,382500,0,0,0,1,0.0,59.38,20.0,0,0.0,0.0,0.0,0.0,1.0
5010,5009141,0,0,0,135000,1,1,0,2,4.27,26.46,76.47058823529412,1,0.0,0.0,0.0,0.0,1.0
5044,5009142,0,0,0,135000,1,1,0,2,4.27,26.46,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
5056,5009143,1,0,0,225000,0,0,0,2,0.0,50.11,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
5068,5009144,1,0,0,225000,0,0,0,2,0.0,50.11,45.45454545454545,0,0.0,0.0,0.0,0.0,1.0
5079,5009145,1,0,0,315000,1,1,0,2,10.19,43.36,88.88888888888889,1,0.0,1.0,0.0,0.0,0.0
5115,5009146,1,0,0,315000,1,1,0,2,10.19,43.36,84.61538461538461,1,0.0,1.0,0.0,0.0,0.0
5141,5009147,1,0,0,315000,1,1,0,2,10.19,43.36,61.53846153846154,0,0.0,1.0,0.0,0.0,0.0
5154,5009149,1,0,0,315000,1,1,0,2,10.19,43.36,37.5,0,0.0,1.0,0.0,0.0,0.0
5162,5009150,1,0,0,315000,1,1,0,2,10.19,43.36,77.77777777777779,1,0.0,1.0,0.0,0.0,0.0
5180,5009151,0,0,0,180000,0,0,0,2,7.95,53.63,86.66666666666667,1,0.0,0.0,0.0,0.0,1.0
5210,5009152,0,0,0,180000,0,0,0,2,7.95,53.63,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
5258,5009153,0,0,0,180000,0,0,0,2,7.95,53.63,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
5306,5009154,0,0,0,180000,0,0,0,2,7.95,53.63,86.20689655172413,1,0.0,0.0,0.0,0.0,1.0
5335,5009155,0,0,0,180000,0,0,0,2,7.95,53.63,85.71428571428571,1,0.0,0.0,0.0,0.0,1.0
5363,5009156,0,0,0,180000,0,0,0,2,7.95,53.63,77.77777777777779,1,0.0,0.0,0.0,0.0,1.0
5381,5009157,0,0,0,180000,0,0,0,2,7.95,53.63,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
5429,5009158,0,0,0,180000,0,0,0,2,7.95,53.63,90.9090909090909,1,0.0,0.0,0.0,0.0,1.0
5473,5009159,0,0,0,180000,0,0,0,2,7.95,53.63,73.33333333333333,0,0.0,0.0,0.0,0.0,1.0
5488,5009160,0,0,0,180000,0,0,0,2,7.95,53.63,81.81818181818183,1,0.0,0.0,0.0,0.0,1.0
5510,5009161,0,0,0,180000,0,0,0,2,7.95,53.63,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
5534,5009162,0,0,0,180000,0,0,0,2,7.95,53.63,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
5582,5009163,0,0,0,157500,0,1,0,2,8.7,35.38,0.0,0,0.0,0.0,0.0,0.0,1.0
5595,5009164,0,0,0,157500,0,1,0,2,8.7,35.38,0.0,0,0.0,0.0,0.0,0.0,1.0
5612,5009165,0,0,0,157500,0,1,0,2,8.7,35.38,0.0,0,0.0,0.0,0.0,0.0,1.0
5629,5009166,0,0,0,157500,0,1,0,2,8.7,35.38,0.0,0,0.0,0.0,0.0,0.0,1.0
5646,5009168,0,0,0,157500,0,1,0,2,8.7,35.38,0.0,0,0.0,0.0,0.0,0.0,1.0
5663,5009170,1,0,0,144000,0,1,1,2,0.0,62.68,21.428571428571427,0,0.0,0.0,0.0,0.0,1.0
5677,5009177,1,0,0,229500,0,0,0,2,3.44,50.21,30.0,0,0.0,0.0,1.0,0.0,0.0
5727,5009178,1,0,0,229500,0,0,0,2,3.44,50.21,8.571428571428571,0,0.0,0.0,1.0,0.0,0.0
5762,5009179,1,0,0,229500,0,0,0,2,3.44,50.21,84.61538461538461,1,0.0,0.0,1.0,0.0,0.0
5775,5009180,1,0,0,229500,0,0,0,2,3.44,50.21,10.256410256410255,0,0.0,0.0,1.0,0.0,0.0
5814,5009181,1,0,0,229500,0,0,0,2,3.44,50.21,23.076923076923077,0,0.0,0.0,1.0,0.0,0.0
5827,5009182,1,0,0,229500,0,0,0,2,3.44,50.21,82.85714285714286,1,0.0,0.0,1.0,0.0,0.0
5862,5009183,1,0,0,229500,0,0,0,2,3.44,50.21,93.75,1,0.0,0.0,1.0,0.0,0.0
5894,5009186,0,0,0,270000,1,1,0,2,15.87,48.15,0.0,0,0.0,1.0,0.0,0.0,0.0
5898,5009187,0,0,0,270000,1,1,0,2,15.87,48.15,0.0,0,0.0,1.0,0.0,0.0,0.0
5904,5009188,0,0,0,270000,1,1,0,2,15.87,48.15,35.294117647058826,0,0.0,1.0,0.0,0.0,0.0
5921,5009189,0,0,0,270000,1,1,0,2,15.87,48.15,47.05882352941176,0,0.0,1.0,0.0,0.0,0.0
5938,5009190,0,0,0,270000,1,1,0,2,15.87,48.15,86.95652173913044,1,0.0,1.0,0.0,0.0,0.0
5961,5009191,0,0,0,270000,1,1,0,2,15.87,48.15,47.05882352941176,0,0.0,1.0,0.0,0.0,0.0
5978,5009192,0,0,0,270000,1,1,0,2,15.87,48.15,67.64705882352942,0,0.0,1.0,0.0,0.0,0.0
6012,5009193,0,0,0,270000,1,1,0,2,15.87,48.15,60.0,0,0.0,1.0,0.0,0.0,0.0
6042,5009195,0,0,0,292500,1,1,0,2,23.79,57.41,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
6049,5009196,0,0,0,292500,1,1,0,2,23.79,57.41,12.5,0,0.0,0.0,0.0,0.0,1.0
6057,5009198,0,0,0,292500,1,1,0,2,23.79,57.41,63.04347826086957,0,0.0,0.0,0.0,0.0,1.0
6103,5009201,0,0,0,292500,1,1,0,2,23.79,57.41,50.0,0,0.0,0.0,0.0,0.0,1.0
6105,5009202,0,0,0,292500,1,1,0,2,23.79,57.41,0.0,0,0.0,0.0,0.0,0.0,1.0
6112,5009203,0,0,0,292500,1,1,0,2,23.79,57.41,100.0,1,0.0,0.0,0.0,0.0,1.0
6133,5009204,0,0,0,292500,1,1,0,2,23.79,57.41,0.0,0,0.0,0.0,0.0,0.0,1.0
6136,5009205,0,0,0,292500,1,1,0,2,23.79,57.41,100.0,1,0.0,0.0,0.0,0.0,1.0
6142,5009206,0,0,0,292500,1,1,0,2,23.79,57.41,45.45454545454545,0,0.0,0.0,0.0,0.0,1.0
6164,5009207,0,0,0,292500,1,1,0,2,23.79,57.41,4.545454545454546,0,0.0,0.0,0.0,0.0,1.0
6186,5009208,0,0,0,292500,1,1,0,2,23.79,57.41,100.0,1,0.0,0.0,0.0,0.0,1.0
6228,5009209,0,0,0,292500,1,1,0,2,23.79,57.41,0.0,0,0.0,0.0,0.0,0.0,1.0
6274,5009210,0,0,0,292500,1,1,0,2,23.79,57.41,25.0,0,0.0,0.0,0.0,0.0,1.0
6278,5009213,0,0,0,270000,1,1,0,2,2.36,33.79,100.0,1,0.0,1.0,0.0,0.0,0.0
6301,5009215,0,0,0,270000,1,1,0,2,2.36,33.79,68.96551724137932,0,0.0,1.0,0.0,0.0,0.0
6359,5009216,0,0,0,270000,1,1,0,2,2.36,33.79,28.57142857142857,0,0.0,1.0,0.0,0.0,0.0
6366,5009217,0,0,0,270000,1,1,0,2,2.36,33.79,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
6373,5009220,1,0,0,225000,1,0,0,2,2.19,40.18,75.0,0,0.0,0.0,0.0,0.0,1.0
6401,5009222,1,0,0,225000,1,0,0,2,2.19,40.18,22.916666666666664,0,0.0,0.0,0.0,0.0,1.0
6449,5009223,1,0,0,225000,1,0,0,2,2.19,40.18,41.46341463414634,0,0.0,0.0,0.0,0.0,1.0
6490,5009224,1,0,0,225000,1,0,0,2,2.19,40.18,90.19607843137256,1,0.0,0.0,0.0,0.0,1.0
6541,5009225,1,0,0,225000,1,0,0,2,2.19,40.18,100.0,1,0.0,0.0,0.0,0.0,1.0
6569,5009226,1,0,0,225000,1,0,0,2,2.19,40.18,8.333333333333332,0,0.0,0.0,0.0,0.0,1.0
6617,5009227,1,0,0,225000,1,0,0,2,2.19,40.18,0.0,0,0.0,0.0,0.0,0.0,1.0
6638,5009232,1,0,0,225000,1,0,0,2,2.19,40.18,97.22222222222221,1,0.0,0.0,0.0,0.0,1.0
6674,5009233,1,0,0,225000,1,0,0,2,2.19,40.18,22.916666666666664,0,0.0,0.0,0.0,0.0,1.0
6722,5009234,1,0,0,225000,1,0,0,2,2.19,40.18,100.0,1,0.0,0.0,0.0,0.0,1.0
6736,5009236,1,0,0,225000,1,0,0,2,2.19,40.18,3.225806451612903,0,0.0,0.0,0.0,0.0,1.0
6767,5009238,1,0,0,157500,0,1,0,2,2.69,29.07,76.19047619047619,1,0.0,0.0,1.0,0.0,0.0
6788,5009239,1,0,0,157500,0,1,0,2,2.69,29.07,66.66666666666666,0,0.0,0.0,1.0,0.0,0.0
6803,5009240,1,0,0,157500,0,1,0,2,2.69,29.07,91.17647058823529,1,0.0,0.0,1.0,0.0,0.0
6837,5009241,1,0,0,157500,0,1,0,2,2.69,29.07,54.54545454545454,0,0.0,0.0,1.0,0.0,0.0
6848,5009242,0,0,0,74250,0,1,0,1,14.36,52.28,82.85714285714286,1,0.0,1.0,0.0,0.0,0.0
6883,5009243,0,0,0,74250,0,1,0,1,14.36,52.28,25.0,0,0.0,1.0,0.0,0.0,0.0
6891,5009244,0,0,0,74250,0,1,0,1,14.36,52.28,100.0,1,0.0,1.0,0.0,0.0,0.0
6900,5009246,0,0,0,135000,0,1,0,2,5.86,38.91,100.0,1,0.0,0.0,0.0,0.0,1.0
6932,5009247,0,0,0,135000,0,1,0,2,5.86,38.91,68.42105263157895,0,0.0,0.0,0.0,0.0,1.0
6951,5009248,0,0,0,135000,0,1,0,2,5.86,38.91,50.0,0,0.0,0.0,0.0,0.0,1.0
6969,5009249,1,0,1,135000,1,0,0,3,2.52,27.28,85.18518518518519,1,0.0,0.0,0.0,0.0,1.0
6996,5009250,1,0,1,135000,1,0,0,3,2.52,27.28,60.0,0,0.0,0.0,0.0,0.0,1.0
7006,5009251,1,0,1,135000,1,0,0,3,2.52,27.28,85.18518518518519,1,0.0,0.0,0.0,0.0,1.0
7033,5009252,1,0,1,135000,1,0,0,3,2.52,27.28,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
7046,5009253,1,0,1,135000,1,0,0,3,2.52,27.28,82.6086956521739,1,0.0,0.0,0.0,0.0,1.0
7069,5009255,0,0,0,144000,0,0,0,1,24.62,43.75,0.0,0,0.0,0.0,0.0,0.0,1.0
7076,5009257,0,0,0,144000,0,0,0,1,24.62,43.75,12.5,0,0.0,0.0,0.0,0.0,1.0
7084,5009258,0,0,0,144000,0,0,0,1,24.62,43.75,25.0,0,0.0,0.0,0.0,0.0,1.0
7092,5009260,0,0,0,202500,0,1,0,2,3.53,39.9,80.0,1,0.0,1.0,0.0,0.0,0.0
7112,5009261,0,0,0,202500,0,1,0,2,3.53,39.9,81.81818181818183,1,0.0,1.0,0.0,0.0,0.0
7134,5009262,0,0,0,202500,0,1,0,2,3.53,39.9,55.55555555555556,0,0.0,1.0,0.0,0.0,0.0
7143,5009263,0,0,0,202500,0,1,0,2,3.53,39.9,29.411764705882355,0,0.0,1.0,0.0,0.0,0.0
7160,5009264,0,0,0,40500,0,0,0,1,0.0,57.78,41.66666666666667,0,0.0,0.0,0.0,0.0,1.0
7172,5009265,1,0,0,337500,1,1,0,2,4.53,28.13,72.22222222222221,0,0.0,1.0,0.0,0.0,0.0
7208,5009266,1,0,0,337500,1,1,0,2,4.53,28.13,37.5,0,0.0,1.0,0.0,0.0,0.0
7224,5009267,1,0,0,337500,1,1,0,2,4.53,28.13,44.44444444444444,0,0.0,1.0,0.0,0.0,0.0
7242,5009268,1,0,0,337500,1,1,0,2,4.53,28.13,77.77777777777779,1,0.0,1.0,0.0,0.0,0.0
7269,5009269,1,0,0,337500,1,1,0,2,4.53,28.13,71.42857142857143,0,0.0,1.0,0.0,0.0,0.0
7304,5009270,0,0,0,180000,0,1,0,2,6.69,40.5,6.896551724137931,0,0.0,0.0,0.0,0.0,1.0
7333,5009271,0,0,0,180000,0,1,0,2,6.69,40.5,43.333333333333336,0,0.0,0.0,0.0,0.0,1.0
7363,5009272,0,0,0,180000,0,1,0,2,6.69,40.5,34.61538461538461,0,0.0,0.0,0.0,0.0,1.0
7389,5009274,0,0,0,180000,0,1,0,2,6.69,40.5,41.46341463414634,0,0.0,0.0,0.0,0.0,1.0
7430,5009275,0,0,0,180000,0,1,0,2,6.69,40.5,96.66666666666667,1,0.0,0.0,0.0,0.0,1.0
7460,5009276,0,0,0,180000,0,1,0,2,6.69,40.5,12.5,0,0.0,0.0,0.0,0.0,1.0
7476,5009277,0,0,0,180000,0,1,0,2,6.69,40.5,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
7503,5009278,0,0,0,130500,0,1,0,2,13.19,41.48,95.23809523809523,1,0.0,0.0,0.0,0.0,1.0
7524,5009279,0,0,0,130500,0,1,0,2,13.19,41.48,41.46341463414634,0,0.0,0.0,0.0,0.0,1.0
7565,5009280,0,0,0,130500,0,1,0,2,13.19,41.48,48.78048780487805,0,0.0,0.0,0.0,0.0,1.0
7606,5009281,0,0,0,130500,0,1,0,2,13.19,41.48,57.49999999999999,0,0.0,0.0,0.0,0.0,1.0
7646,5009284,0,0,0,130500,0,1,0,2,13.19,41.48,91.52542372881356,1,0.0,0.0,0.0,0.0,1.0
7705,5009285,0,0,0,130500,0,1,0,2,13.19,41.48,5.88235294117647,0,0.0,0.0,0.0,0.0,1.0
7722,5009286,0,0,0,130500,0,1,0,2,13.19,41.48,3.225806451612903,0,0.0,0.0,0.0,0.0,1.0
7753,5009287,0,0,0,130500,0,1,0,2,13.19,41.48,4.0,0,0.0,0.0,0.0,0.0,1.0
7778,5009289,0,0,0,130500,0,1,0,2,13.19,41.48,55.55555555555556,0,0.0,0.0,0.0,0.0,1.0
7787,5009290,0,0,0,130500,0,1,0,2,13.19,41.48,95.23809523809523,1,0.0,0.0,0.0,0.0,1.0
7808,5009291,0,0,0,130500,0,1,0,2,13.19,41.48,20.0,0,0.0,0.0,0.0,0.0,1.0
7818,5009292,0,0,0,130500,0,1,0,2,13.19,41.48,45.714285714285715,0,0.0,0.0,0.0,0.0,1.0
7853,5009293,0,0,0,130500,0,1,0,2,13.19,41.48,87.5,1,0.0,0.0,0.0,0.0,1.0
7893,5009294,0,0,0,130500,0,1,0,2,13.19,41.48,100.0,1,0.0,0.0,0.0,0.0,1.0
7924,5009295,0,0,0,144000,0,1,0,2,0.0,57.65,79.41176470588235,1,0.0,0.0,0.0,0.0,1.0
7958,5009296,0,0,0,144000,0,1,0,2,0.0,57.65,0.0,0,0.0,0.0,0.0,0.0,1.0
7960,5009297,0,0,0,193500,0,1,0,1,5.11,44.11,30.434782608695656,0,0.0,0.0,0.0,0.0,1.0
7983,5009299,0,0,0,193500,0,1,0,1,5.11,44.11,5.88235294117647,0,0.0,0.0,0.0,0.0,1.0
8017,5009300,0,0,0,193500,0,1,0,1,5.11,44.11,38.46153846153847,0,0.0,0.0,0.0,0.0,1.0
8030,5009301,0,0,0,193500,0,1,0,1,5.11,44.11,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
8039,5009302,0,0,0,112500,0,0,0,1,0.0,60.44,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
8065,5009303,0,0,0,112500,0,0,0,1,0.0,60.44,5.555555555555555,0,0.0,0.0,0.0,0.0,1.0
8101,5009304,0,0,0,112500,0,0,0,1,0.0,60.44,85.71428571428571,1,0.0,0.0,0.0,0.0,1.0
8136,5009305,0,0,0,112500,0,0,0,1,0.0,60.44,15.384615384615385,0,0.0,0.0,0.0,0.0,1.0
8149,5009306,1,0,0,135000,0,1,1,2,0.0,55.18,25.0,0,0.0,0.0,0.0,0.0,1.0
8177,5009307,1,0,0,135000,0,1,1,2,0.0,55.18,42.857142857142854,0,0.0,0.0,0.0,0.0,1.0
8205,5009308,1,0,0,135000,0,1,1,2,0.0,55.18,77.5,1,0.0,0.0,0.0,0.0,1.0
8245,5009309,1,0,0,135000,0,1,1,2,0.0,55.18,68.75,0,0.0,0.0,0.0,0.0,1.0
8277,5009310,1,0,0,135000,0,1,1,2,0.0,55.18,56.75675675675676,0,0.0,0.0,0.0,0.0,1.0
8314,5009311,1,0,0,135000,0,1,1,2,0.0,55.18,60.71428571428571,0,0.0,0.0,0.0,0.0,1.0
8342,5009312,1,0,0,135000,0,1,1,2,0.0,55.18,72.0,0,0.0,0.0,0.0,0.0,1.0
8367,5009313,1,0,0,135000,0,1,1,2,0.0,55.18,73.68421052631578,0,0.0,0.0,0.0,0.0,1.0
8386,5009314,1,0,0,135000,0,1,1,2,0.0,55.18,18.181818181818183,0,0.0,0.0,0.0,0.0,1.0
8397,5009315,1,0,0,135000,0,1,1,2,0.0,55.18,0.0,0,0.0,0.0,0.0,0.0,1.0
8413,5009316,1,0,0,135000,0,1,1,2,0.0,55.18,23.809523809523807,0,0.0,0.0,0.0,0.0,1.0
8434,5009317,1,0,0,135000,0,1,1,2,0.0,55.18,0.0,0,0.0,0.0,0.0,0.0,1.0
8450,5009318,1,0,0,135000,0,1,1,2,0.0,55.18,36.36363636363637,0,0.0,0.0,0.0,0.0,1.0
8461,5009319,1,0,0,135000,0,1,1,2,0.0,55.18,73.68421052631578,0,0.0,0.0,0.0,0.0,1.0
8499,5009325,1,0,0,267750,0,1,0,2,12.95,57.51,58.82352941176471,0,0.0,1.0,0.0,0.0,0.0
8516,5009327,1,0,0,267750,0,1,0,2,12.95,57.51,61.111111111111114,0,0.0,1.0,0.0,0.0,0.0
8534,5009328,1,0,0,267750,0,1,0,2,12.95,57.51,9.090909090909092,0,0.0,1.0,0.0,0.0,0.0
8545,5009329,1,0,0,267750,0,1,0,2,12.95,57.51,61.111111111111114,0,0.0,1.0,0.0,0.0,0.0
8563,5009330,1,0,0,267750,0,1,0,2,12.95,57.51,80.0,1,0.0,1.0,0.0,0.0,0.0
8578,5009331,1,0,0,267750,0,1,0,2,12.95,57.51,61.111111111111114,0,0.0,1.0,0.0,0.0,0.0
8596,5009332,1,0,0,267750,0,1,0,2,12.95,57.51,6.666666666666667,0,0.0,1.0,0.0,0.0,0.0
8611,5009333,1,0,0,267750,0,1,0,2,12.95,57.51,100.0,1,0.0,1.0,0.0,0.0,0.0
8628,5009335,0,0,0,139500,0,0,0,1,19.45,44.39,50.0,0,0.0,1.0,0.0,0.0,0.0
8638,5009336,0,0,0,139500,0,0,0,1,19.45,44.39,41.17647058823529,0,0.0,1.0,0.0,0.0,0.0
8655,5009337,0,0,0,139500,0,0,0,1,19.45,44.39,41.17647058823529,0,0.0,1.0,0.0,0.0,0.0
8672,5009338,0,0,0,67500,1,1,0,2,14.53,51.16,0.0,0,0.0,0.0,0.0,0.0,1.0
8685,5009339,0,0,0,67500,1,1,0,2,14.53,51.16,7.6923076923076925,0,0.0,0.0,0.0,0.0,1.0
8698,5009340,1,0,0,252000,0,0,0,2,6.69,29.45,48.57142857142857,0,0.0,0.0,0.0,0.0,1.0
8733,5009341,1,0,0,252000,0,0,0,2,6.69,29.45,48.57142857142857,0,0.0,0.0,0.0,0.0,1.0
8768,5009342,1,0,0,252000,0,0,0,2,6.69,29.45,13.793103448275861,0,0.0,0.0,0.0,0.0,1.0
8797,5009343,1,0,0,252000,0,0,0,2,6.69,29.45,37.93103448275862,0,0.0,0.0,0.0,0.0,1.0
8826,5009344,1,0,0,252000,0,0,0,2,6.69,29.45,0.0,0,0.0,0.0,0.0,0.0,1.0
8842,5009345,1,0,0,252000,0,0,0,2,6.69,29.45,25.0,0,0.0,0.0,0.0,0.0,1.0
8866,5009346,1,0,0,252000,0,0,0,2,6.69,29.45,10.0,0,0.0,0.0,0.0,0.0,1.0
8876,5009349,0,0,0,180000,0,1,0,2,0.36,57.96,64.51612903225806,0,0.0,0.0,0.0,1.0,0.0
8907,5009354,0,0,0,180000,0,1,0,2,0.36,57.96,66.66666666666666,0,0.0,0.0,0.0,1.0,0.0
8913,5009355,0,0,0,135000,1,1,0,2,14.45,53.95,3.8461538461538463,0,0.0,0.0,0.0,0.0,1.0
8939,5009358,0,0,0,135000,1,1,0,2,14.45,53.95,100.0,1,0.0,0.0,0.0,0.0,1.0
8965,5009359,1,0,0,900000,0,0,0,1,20.28,52.23,43.75,0,0.0,1.0,0.0,0.0,0.0
8981,5009360,1,0,0,900000,0,0,0,1,20.28,52.23,22.22222222222222,0,0.0,1.0,0.0,0.0,0.0
8990,5009361,1,0,0,180000,1,0,0,2,1.61,40.73,80.95238095238095,1,0.0,1.0,0.0,0.0,0.0
9011,5009362,1,0,0,180000,1,0,0,2,1.61,40.73,0.0,0,0.0,1.0,0.0,0.0,0.0
9028,5009363,1,0,0,180000,1,0,0,2,1.61,40.73,47.05882352941176,0,0.0,1.0,0.0,0.0,0.0
9045,5009364,1,0,0,180000,1,0,0,2,1.61,40.73,0.0,0,0.0,1.0,0.0,0.0,0.0
9050,5009365,1,0,0,180000,1,0,0,2,1.61,40.73,30.0,0,0.0,1.0,0.0,0.0,0.0
9070,5009366,1,0,0,180000,1,0,0,2,1.61,40.73,83.05084745762711,1,0.0,1.0,0.0,0.0,0.0
9129,5009367,1,0,0,180000,1,0,0,2,1.61,40.73,2.272727272727273,0,0.0,1.0,0.0,0.0,0.0
